distance_client_restaurant_km,distance_rider_restaurant_km,est_prep_time_min,traffic_intensity,avg_vehicle_speed_kmh,is_festive_day,order_load_ratio,time_of_day_interval,weather,historical_pred_time_min
2.085,3.868,19.7,6,17.4,0,0.247,02:00-03:59,0,53.9
2.259,4.095,22.2,5,20.1,0,0.642,14:00-15:59,1,46.5
1.74,4.126,28.6,7,19.5,0,0.477,10:00-11:59,1,48.1
1.401,4.932,32.5,4,26.3,0,0.319,12:00-13:59,1,49.0
2.41,3.781,22.7,3,31.9,0,0.41,20:00-21:59,1,42.7
4.279,2.041,23.3,3,24.9,1,0.522,00:00-01:59,0,50.2
1.409,6.084,29.4,2,30.3,0,0.305,12:00-13:59,0,62.9
1.134,1.821,26.1,3,29.6,0,0.242,04:00-05:59,1,44.0
6.828,3.336,37.8,5,14.8,0,0.694,20:00-21:59,0,101.1
1.812,4.347,25.3,5,29.5,0,0.284,22:00-23:59,1,43.1
9.097,2.365,19.1,2,26.4,0,0.517,14:00-15:59,1,44.9
0.94,3.749,21.0,8,14.2,0,0.544,10:00-11:59,1,48.9
2.129,3.422,32.6,3,28.6,1,0.256,06:00-07:59,1,59.4
2.416,4.891,19.5,5,27.8,0,0.053,20:00-21:59,1,49.7
3.81,2.989,9.7,5,19.7,0,0.335,14:00-15:59,1,40.3
2.966,2.795,25.4,7,19.2,0,0.514,16:00-17:59,1,47.9
1.893,4.998,27.1,7,15.1,0,0.442,18:00-19:59,1,56.1
1.156,1.096,31.3,3,21.9,0,0.609,02:00-03:59,1,38.6
2.314,3.52,15.8,7,13.6,0,0.45,10:00-11:59,1,51.7
9.358,4.098,28.3,7,17.2,0,0.32,08:00-09:59,1,86.4
1.134,2.818,26.2,8,15.0,0,0.582,08:00-09:59,1,44.7
1.788,1.34,27.2,7,15.1,0,0.693,18:00-19:59,1,38.2
2.27,6.435,19.4,7,18.9,0,0.416,20:00-21:59,0,57.3
1.815,2.081,10.8,4,23.4,0,0.525,04:00-05:59,1,29.6
1.384,3.468,25.4,1,30.4,0,0.222,22:00-23:59,1,38.5
1.326,2.114,17.3,3,25.1,0,0.59,14:00-15:59,1,37.7
3.005,3.801,24.6,4,26.1,0,0.443,14:00-15:59,0,51.4
7.073,2.158,25.0,4,22.4,0,0.665,22:00-23:59,1,59.4
4.77,4.332,23.1,7,17.0,0,0.65,08:00-09:59,0,68.1
1.616,4.422,20.3,2,29.0,0,0.18,14:00-15:59,1,46.0
1.595,2.28,24.5,6,18.8,0,0.387,18:00-19:59,1,42.9
2.082,3.737,23.4,5,24.9,0,0.225,14:00-15:59,0,37.4
3.334,3.548,13.5,6,18.3,0,0.286,04:00-05:59,0,42.0
1.876,3.162,22.9,3,29.0,0,0.507,02:00-03:59,1,42.0
1.705,3.414,26.0,8,24.0,0,0.51,16:00-17:59,1,48.8
0.982,3.085,17.5,3,25.7,0,0.57,02:00-03:59,1,37.9
0.869,4.032,30.7,6,15.4,1,0.406,16:00-17:59,0,63.5
0.5,3.722,37.2,3,31.5,0,0.539,06:00-07:59,1,44.9
3.938,4.818,33.5,1,24.4,1,0.107,22:00-23:59,0,73.4
1.394,3.949,24.8,5,24.7,0,0.619,02:00-03:59,0,44.6
3.243,5.132,17.8,5,20.8,0,0.542,18:00-19:59,1,50.3
1.971,3.022,32.1,3,29.5,0,0.49,00:00-01:59,1,47.4
3.111,3.336,18.5,3,21.7,0,0.262,06:00-07:59,1,46.3
2.98,3.719,18.4,9,16.1,0,0.522,16:00-17:59,0,50.8
0.434,3.792,20.0,3,25.8,0,0.257,22:00-23:59,1,36.5
2.282,3.515,33.0,10,9.5,0,0.52,16:00-17:59,1,79.8
2.905,2.944,36.5,3,26.6,0,0.606,06:00-07:59,1,53.3
2.818,3.086,17.6,6,18.7,0,0.387,16:00-17:59,1,45.9
1.847,3.601,30.1,4,25.4,0,0.492,22:00-23:59,1,59.1
1.705,3.612,35.0,6,14.9,1,0.512,10:00-11:59,0,82.7
3.372,2.991,22.8,5,27.0,0,0.411,00:00-01:59,1,38.4
3.484,3.004,28.5,4,32.7,0,0.549,18:00-19:59,1,49.5
2.985,2.248,27.8,6,21.3,1,0.41,10:00-11:59,1,47.0
4.26,1.941,22.5,6,16.9,0,0.447,16:00-17:59,1,45.4
2.581,3.34,18.6,6,10.1,0,0.625,02:00-03:59,0,68.6
4.996,4.826,21.6,8,17.0,0,0.319,10:00-11:59,0,73.6
1.438,4.873,18.4,6,19.2,0,0.33,02:00-03:59,0,56.2
7.8,4.484,20.2,4,21.2,1,0.424,06:00-07:59,1,72.0
2.489,3.349,23.0,6,24.2,0,0.436,14:00-15:59,1,42.4
2.234,2.072,21.0,4,29.5,0,0.81,12:00-13:59,1,32.7
2.577,4.749,8.5,7,14.8,0,0.299,20:00-21:59,0,46.8
3.143,3.446,27.5,4,25.9,0,0.309,22:00-23:59,0,61.2
3.007,3.981,26.6,6,22.8,0,0.453,16:00-17:59,1,49.9
2.709,3.771,29.0,3,27.1,0,0.43,12:00-13:59,1,45.3
4.857,2.86,23.6,4,28.2,0,0.373,00:00-01:59,1,42.0
8.122,2.688,19.2,4,26.7,0,0.098,02:00-03:59,1,47.7
0.974,1.816,20.4,6,20.4,0,0.416,10:00-11:59,1,35.4
5.443,2.667,31.3,4,26.8,1,0.301,12:00-13:59,1,65.3
2.997,4.527,17.9,1,33.3,0,0.389,04:00-05:59,1,38.2
4.951,3.829,24.0,9,15.1,0,0.677,16:00-17:59,0,73.0
1.872,3.047,28.7,3,31.5,0,0.327,12:00-13:59,1,48.9
5.778,2.805,32.3,6,20.6,1,0.567,10:00-11:59,1,67.4
1.1,3.523,25.8,5,20.5,0,0.588,10:00-11:59,1,46.4
4.017,3.335,15.5,4,23.1,0,0.438,00:00-01:59,1,43.0
5.88,5.113,5.0,8,12.8,0,0.517,08:00-09:59,0,74.0
3.524,2.787,23.3,8,18.6,0,0.391,18:00-19:59,1,49.1
2.371,1.755,22.9,5,28.0,0,0.433,04:00-05:59,1,36.4
7.185,3.389,23.8,2,33.2,0,0.329,12:00-13:59,1,53.8
3.041,4.111,30.9,8,14.0,0,0.35,18:00-19:59,0,73.3
2.715,3.734,21.8,5,14.6,0,0.488,04:00-05:59,1,52.9
0.958,2.64,21.8,6,23.9,0,0.48,08:00-09:59,1,37.2
1.91,1.743,27.6,2,26.3,0,0.281,12:00-13:59,1,36.5
17.648,2.952,26.1,3,25.0,1,0.653,04:00-05:59,1,88.5
2.072,3.499,25.8,5,15.9,0,0.402,18:00-19:59,1,52.5
1.983,2.038,17.6,3,29.0,0,0.187,02:00-03:59,1,33.5
1.552,2.27,20.3,6,26.1,0,0.733,10:00-11:59,1,38.1
5.322,2.763,31.4,4,24.4,1,0.478,14:00-15:59,0,59.2
3.551,2.518,23.2,6,16.5,0,0.566,06:00-07:59,0,50.3
5.233,3.766,33.5,7,19.5,1,0.666,16:00-17:59,1,71.7
7.469,4.307,22.5,6,22.0,0,0.273,22:00-23:59,0,70.8
3.568,1.762,25.3,5,22.2,0,0.778,22:00-23:59,1,55.6
2.561,3.352,25.0,5,14.3,0,0.231,14:00-15:59,0,54.8
2.715,2.844,31.0,6,20.7,0,0.28,12:00-13:59,1,57.5
3.339,2.985,18.4,2,32.2,0,0.229,12:00-13:59,1,41.7
2.75,3.359,27.6,5,26.3,1,0.32,04:00-05:59,1,56.9
4.198,3.247,20.3,9,6.8,0,0.737,10:00-11:59,0,95.3
2.692,2.612,30.5,8,19.5,0,0.687,08:00-09:59,1,49.9
5.418,4.269,19.5,3,30.4,0,0.234,00:00-01:59,1,36.8
1.952,3.705,39.6,3,18.2,1,0.526,20:00-21:59,0,73.8
2.328,2.807,21.9,4,24.0,0,0.44,04:00-05:59,1,41.3
1.625,1.293,13.4,3,29.9,0,0.215,22:00-23:59,1,25.4
3.056,5.294,22.0,4,22.4,0,0.418,00:00-01:59,0,57.8
7.233,2.824,33.6,4,26.0,0,0.471,06:00-07:59,1,65.7
0.667,2.961,32.7,6,20.7,0,0.497,18:00-19:59,1,38.5
3.44,3.396,20.4,3,32.6,0,0.294,04:00-05:59,1,37.2
1.643,3.84,24.4,2,23.4,1,0.599,20:00-21:59,0,50.0
4.337,2.48,21.7,4,19.3,1,0.343,06:00-07:59,1,53.1
1.114,4.858,18.7,8,10.2,0,0.549,16:00-17:59,0,52.3
1.825,2.12,29.4,3,25.6,0,0.547,04:00-05:59,1,45.3
3.114,2.546,26.5,4,19.5,0,0.28,22:00-23:59,1,51.4
1.676,3.938,20.6,7,14.9,0,0.408,10:00-11:59,1,50.7
0.875,2.723,33.0,6,26.1,0,0.587,10:00-11:59,1,48.9
3.406,3.713,24.3,5,20.7,0,0.278,12:00-13:59,1,52.3
1.821,2.741,38.8,6,21.2,1,0.581,16:00-17:59,1,61.8
1.317,3.762,19.8,7,14.8,0,0.635,22:00-23:59,0,50.3
3.039,4.283,24.2,3,24.9,0,0.127,12:00-13:59,1,41.0
0.734,2.85,28.0,6,22.8,0,0.484,00:00-01:59,0,50.6
1.164,2.753,20.2,5,21.5,1,0.533,14:00-15:59,1,42.2
5.238,2.549,21.9,7,19.0,0,0.536,08:00-09:59,1,54.4
2.302,1.503,22.7,6,18.4,0,0.627,16:00-17:59,1,44.9
2.846,3.724,25.2,6,20.6,1,0.611,18:00-19:59,0,55.8
1.215,5.156,26.3,7,24.1,0,0.588,22:00-23:59,0,38.2
1.108,3.018,28.2,9,16.6,0,0.42,08:00-09:59,1,49.0
2.044,3.101,28.2,7,16.5,0,0.608,08:00-09:59,0,66.2
2.908,3.507,26.1,4,15.1,0,0.36,22:00-23:59,0,60.4
7.581,3.446,14.3,5,22.2,0,0.276,22:00-23:59,1,49.6
5.183,4.646,29.0,3,22.0,1,0.422,02:00-03:59,0,69.1
0.926,3.306,40.3,3,24.7,1,0.688,22:00-23:59,1,64.8
4.664,2.188,21.1,1,28.5,0,0.476,20:00-21:59,1,39.0
2.504,5.076,29.0,7,17.9,0,0.31,04:00-05:59,0,75.1
3.404,5.13,20.7,7,18.6,0,0.343,18:00-19:59,1,46.7
2.25,1.772,29.5,6,13.8,0,0.613,16:00-17:59,1,49.8
0.813,3.305,22.4,4,25.1,0,0.402,12:00-13:59,1,33.3
1.604,1.364,24.8,5,21.9,0,0.255,00:00-01:59,1,33.4
2.675,3.061,16.5,2,28.4,0,0.368,04:00-05:59,1,36.6
3.968,3.828,16.3,4,19.6,0,0.377,22:00-23:59,0,44.9
3.804,4.717,28.4,4,22.0,1,0.619,02:00-03:59,0,67.0
1.536,2.875,17.7,2,32.0,0,0.445,00:00-01:59,1,32.2
4.577,1.735,19.9,6,20.8,0,0.478,16:00-17:59,1,50.2
2.433,2.8,30.5,2,37.6,1,0.281,14:00-15:59,1,49.4
1.296,3.135,26.2,5,25.1,1,0.308,08:00-09:59,1,41.3
2.651,4.481,19.1,3,32.1,0,0.412,20:00-21:59,1,37.1
0.898,3.244,18.2,4,23.1,0,0.672,22:00-23:59,1,42.0
3.898,2.707,27.3,2,27.2,0,0.654,02:00-03:59,1,42.2
3.915,2.424,18.9,5,25.2,0,0.644,00:00-01:59,1,49.6
6.679,4.531,24.8,5,24.2,0,0.477,12:00-13:59,1,55.0
4.373,4.338,20.6,2,28.5,1,0.336,20:00-21:59,1,41.8
1.107,3.165,25.3,3,27.8,1,0.521,20:00-21:59,1,39.4
2.16,1.802,22.0,4,23.9,0,0.515,02:00-03:59,1,39.6
1.982,3.568,30.0,6,19.3,0,0.562,00:00-01:59,1,56.0
2.158,3.116,25.9,3,22.4,0,0.278,02:00-03:59,1,47.2
2.792,1.743,28.1,4,22.3,0,0.691,12:00-13:59,1,36.2
10.841,2.11,23.6,1,33.2,0,0.452,12:00-13:59,1,52.1
3.345,3.192,28.8,6,28.8,1,0.575,18:00-19:59,1,58.9
1.391,3.789,21.4,7,10.1,0,0.388,10:00-11:59,0,70.4
8.363,3.452,25.1,7,22.6,0,0.267,08:00-09:59,1,61.7
1.009,4.063,27.7,5,20.7,0,0.227,04:00-05:59,0,48.5
2.568,4.034,22.5,4,28.6,0,0.371,22:00-23:59,1,46.8
3.665,1.87,31.5,3,30.2,1,0.288,04:00-05:59,1,50.8
1.982,4.743,31.5,5,24.4,0,0.4,20:00-21:59,1,57.8
1.694,3.536,26.2,4,20.6,0,0.338,22:00-23:59,1,43.8
2.841,3.918,33.0,6,25.3,1,0.649,16:00-17:59,1,66.3
1.426,2.919,25.0,5,16.6,0,0.543,06:00-07:59,1,51.8
1.082,3.701,35.4,7,23.5,0,0.46,16:00-17:59,1,55.8
2.402,2.708,16.0,3,27.1,0,0.362,06:00-07:59,1,29.6
1.385,1.416,24.3,5,19.5,0,0.577,02:00-03:59,1,36.1
5.676,1.501,32.1,4,27.1,0,0.523,06:00-07:59,1,43.7
1.688,3.853,24.8,5,19.9,0,0.459,10:00-11:59,1,48.5
1.802,4.559,27.0,9,8.3,0,0.329,10:00-11:59,0,99.9
1.598,3.639,13.0,7,17.9,0,0.582,08:00-09:59,1,35.5
6.207,3.42,25.8,1,24.8,1,0.406,00:00-01:59,1,57.2
0.891,1.902,28.7,2,28.1,0,0.459,04:00-05:59,1,38.0
3.285,3.856,34.1,7,17.7,1,0.606,08:00-09:59,1,78.5
3.984,4.381,24.9,8,13.0,0,0.461,10:00-11:59,0,70.5
3.016,4.237,29.7,4,28.3,0,0.326,00:00-01:59,1,53.7
3.232,3.715,21.5,8,15.2,0,0.394,16:00-17:59,1,57.1
2.788,2.989,24.1,5,20.5,0,0.395,04:00-05:59,1,48.0
2.637,2.276,35.2,8,22.0,0,0.864,18:00-19:59,1,52.2
4.51,3.735,32.9,5,26.5,0,0.296,04:00-05:59,1,56.7
2.738,3.543,21.8,2,23.0,1,0.335,20:00-21:59,1,48.9
2.363,3.547,32.8,1,25.9,1,0.583,02:00-03:59,1,56.8
8.242,3.299,32.5,4,21.3,0,0.408,14:00-15:59,0,83.4
2.198,4.388,12.9,7,12.3,0,0.331,04:00-05:59,1,53.0
2.003,4.044,26.6,8,15.3,0,0.62,10:00-11:59,1,63.9
3.61,2.847,23.3,3,23.8,0,0.488,02:00-03:59,1,37.6
1.333,1.598,27.3,2,26.7,1,0.544,12:00-13:59,1,42.5
3.269,2.933,17.6,5,16.7,0,0.515,06:00-07:59,1,52.3
4.981,3.751,25.9,6,22.8,0,0.362,16:00-17:59,1,59.1
3.218,3.999,33.1,9,9.3,0,0.633,18:00-19:59,0,95.5
2.7,3.706,19.2,6,20.6,0,0.561,16:00-17:59,0,52.0
2.072,3.258,32.5,5,21.4,0,0.602,12:00-13:59,1,54.3
1.367,4.871,18.9,4,22.9,0,0.263,22:00-23:59,1,29.3
1.503,2.822,25.4,5,17.9,0,0.374,14:00-15:59,1,40.5
1.772,3.473,24.2,3,28.4,0,0.157,04:00-05:59,1,42.4
3.446,3.343,13.7,6,16.0,0,0.535,20:00-21:59,1,50.9
3.784,3.368,26.2,8,12.9,0,0.852,08:00-09:59,0,75.7
1.831,2.756,33.3,4,29.3,1,0.316,02:00-03:59,1,52.2
8.843,4.196,33.5,7,15.3,1,0.443,18:00-19:59,1,98.7
3.748,2.85,31.1,5,18.5,1,0.505,12:00-13:59,1,55.1
3.445,2.877,27.9,4,18.3,1,0.496,14:00-15:59,0,71.2
4.025,3.364,19.7,7,16.3,0,0.521,16:00-17:59,1,57.1
1.242,2.401,23.8,4,26.3,0,0.297,20:00-21:59,1,35.0
3.24,3.03,24.3,5,23.2,0,0.57,20:00-21:59,1,52.9
2.276,3.304,29.2,5,24.7,1,0.293,12:00-13:59,0,53.5
1.731,2.503,28.0,5,28.4,0,0.603,18:00-19:59,1,46.3
4.586,2.382,20.6,5,18.1,0,0.476,18:00-19:59,1,49.4
2.998,2.66,33.3,4,26.9,1,0.516,14:00-15:59,1,54.8
1.545,3.529,24.0,6,16.5,0,0.585,22:00-23:59,1,41.7
2.182,4.387,21.8,7,14.5,0,0.562,16:00-17:59,0,64.0
4.429,3.777,21.3,8,19.7,0,0.415,10:00-11:59,1,60.1
2.971,2.356,15.5,3,29.3,0,0.456,22:00-23:59,1,34.5
2.728,1.965,38.2,4,33.2,0,0.381,22:00-23:59,1,43.8
2.375,3.677,20.0,6,22.1,0,0.611,18:00-19:59,1,47.5
25.0,4.882,20.7,4,20.8,0,0.188,02:00-03:59,0,127.1
3.272,2.516,28.8,4,22.4,0,0.656,02:00-03:59,1,59.0
3.302,1.323,13.9,4,21.9,0,0.515,06:00-07:59,1,25.9
5.288,3.214,28.2,9,23.3,0,0.647,16:00-17:59,1,64.8
2.653,1.359,50.2,2,28.3,1,0.522,12:00-13:59,1,61.7
3.777,3.164,24.3,6,21.5,0,0.396,02:00-03:59,1,53.6
3.177,2.142,31.4,4,15.2,1,0.842,14:00-15:59,1,61.9
3.002,3.51,28.8,3,29.4,0,0.412,20:00-21:59,1,39.4
1.715,4.276,27.6,4,26.7,0,0.62,12:00-13:59,0,51.0
2.021,2.962,29.6,7,16.1,0,0.665,16:00-17:59,0,60.3
1.48,3.705,14.0,4,23.7,0,0.305,14:00-15:59,0,33.1
2.053,3.052,26.6,3,24.0,0,0.651,04:00-05:59,0,67.4
1.38,1.73,27.7,4,30.0,0,0.467,00:00-01:59,1,48.1
0.996,3.661,26.2,3,26.1,0,0.217,02:00-03:59,1,51.3
1.74,4.456,24.7,3,21.8,1,0.516,02:00-03:59,0,54.9
4.929,2.691,18.2,5,20.3,0,0.425,06:00-07:59,1,49.3
3.172,2.713,22.5,6,26.2,1,0.319,10:00-11:59,1,57.6
3.366,3.67,28.0,4,21.4,0,0.361,06:00-07:59,1,53.9
2.207,3.256,30.7,8,20.0,0,0.512,16:00-17:59,1,53.3
3.058,3.291,25.0,4,16.4,0,0.231,06:00-07:59,0,63.4
11.936,2.985,32.5,6,22.0,1,0.31,10:00-11:59,1,81.8
3.479,2.064,30.4,8,14.7,0,0.502,10:00-11:59,1,68.2
3.205,2.128,20.6,5,25.3,0,0.553,18:00-19:59,1,30.6
1.966,2.317,31.7,4,31.0,0,0.845,20:00-21:59,1,47.1
1.679,2.88,30.7,9,10.1,0,0.392,18:00-19:59,1,68.0
4.34,3.826,26.7,3,19.1,0,0.516,00:00-01:59,0,56.7
1.926,4.352,25.9,6,15.6,0,0.453,14:00-15:59,1,46.2
2.584,2.523,26.6,4,19.0,1,0.608,22:00-23:59,1,54.6
2.757,2.079,28.7,3,31.9,1,0.493,04:00-05:59,1,47.6
2.085,4.175,19.1,8,21.3,0,0.221,10:00-11:59,1,37.7
0.513,5.269,23.6,5,18.4,0,0.235,04:00-05:59,0,65.5
1.327,2.918,13.8,3,18.7,0,0.411,20:00-21:59,1,34.0
5.666,2.238,23.8,3,26.3,0,0.442,02:00-03:59,1,44.4
1.844,4.264,13.9,8,13.0,0,0.224,08:00-09:59,0,47.8
4.759,2.62,31.2,5,17.3,0,0.51,00:00-01:59,1,54.2
5.016,3.029,31.8,7,13.2,0,0.541,16:00-17:59,0,88.3
1.051,4.343,13.0,5,25.5,0,0.569,20:00-21:59,0,35.6
2.163,1.755,36.3,3,31.9,1,0.418,12:00-13:59,1,55.7
1.692,3.656,23.1,4,25.7,0,0.365,04:00-05:59,1,43.8
1.861,5.233,19.7,6,23.1,0,0.367,06:00-07:59,0,53.1
1.811,3.263,24.9,6,24.3,0,0.332,10:00-11:59,1,47.2
1.415,2.8,23.0,3,28.0,0,0.472,04:00-05:59,1,36.1
2.128,3.539,21.4,5,15.7,0,0.437,22:00-23:59,0,52.8
4.754,4.033,11.1,2,24.8,0,0.228,12:00-13:59,1,35.5
1.232,3.663,26.5,8,11.0,0,0.605,10:00-11:59,1,62.0
1.422,3.654,26.1,8,14.6,0,0.351,16:00-17:59,1,48.7
3.747,2.199,26.9,4,23.3,0,0.696,22:00-23:59,1,40.5
3.252,1.214,15.3,5,23.1,0,0.409,08:00-09:59,1,21.2
2.229,3.78,17.1,4,16.8,0,0.522,06:00-07:59,0,46.3
1.872,2.056,22.0,6,15.6,0,0.49,04:00-05:59,1,47.8
0.645,3.158,33.9,8,8.5,0,0.458,18:00-19:59,0,73.8
2.602,4.04,21.6,5,17.4,0,0.202,00:00-01:59,1,48.6
1.807,4.291,30.6,8,11.6,0,0.64,04:00-05:59,0,77.5
0.947,2.989,24.6,4,20.0,0,0.469,04:00-05:59,1,52.9
4.161,3.976,24.7,4,22.0,1,0.38,12:00-13:59,1,65.9
1.694,3.528,17.5,4,28.3,0,0.47,12:00-13:59,1,37.9
1.831,3.269,38.9,5,20.8,0,0.362,22:00-23:59,1,67.9
4.426,1.571,28.6,5,19.5,0,0.693,00:00-01:59,1,55.9
1.148,2.378,20.0,5,25.1,0,0.449,04:00-05:59,1,33.2
1.691,2.76,24.5,6,21.6,0,0.623,14:00-15:59,1,47.5
4.527,3.197,23.6,6,27.0,0,0.53,16:00-17:59,1,44.8
1.18,2.922,24.0,4,26.3,0,0.476,12:00-13:59,1,30.9
4.907,5.491,28.7,5,20.7,0,0.599,12:00-13:59,0,69.7
3.936,3.668,29.3,4,26.6,0,0.127,22:00-23:59,0,54.3
1.881,4.013,26.3,3,30.9,1,0.323,20:00-21:59,1,43.6
5.426,1.216,14.8,5,24.5,0,0.504,14:00-15:59,1,49.9
4.757,3.634,24.0,5,20.1,0,0.479,10:00-11:59,1,49.2
1.099,2.171,26.2,5,21.7,0,0.566,20:00-21:59,1,41.2
1.32,2.117,18.4,4,17.1,0,0.498,04:00-05:59,1,30.9
4.809,2.895,21.4,5,26.1,0,0.463,00:00-01:59,1,36.4
2.953,4.17,22.7,5,14.7,0,0.325,12:00-13:59,0,63.5
0.45,3.721,27.3,8,24.0,0,0.513,00:00-01:59,1,33.7
2.921,2.564,15.4,4,28.4,1,0.498,00:00-01:59,1,29.5
3.286,2.72,24.3,7,18.7,0,0.492,16:00-17:59,1,52.0
6.053,4.017,31.5,7,20.3,0,0.831,18:00-19:59,1,60.9
1.409,2.86,19.0,3,22.9,0,0.502,12:00-13:59,1,39.9
5.219,2.67,20.2,4,25.6,0,0.359,20:00-21:59,1,41.0
5.525,1.66,33.5,2,27.1,1,0.481,06:00-07:59,1,68.8
3.698,2.448,27.5,8,18.5,0,0.535,10:00-11:59,1,51.2
3.405,2.711,25.8,6,15.5,0,0.522,00:00-01:59,0,67.2
4.106,3.039,25.3,5,18.6,0,0.294,12:00-13:59,1,57.8
4.491,3.604,23.1,4,31.5,0,0.522,22:00-23:59,1,58.7
3.479,3.729,22.3,6,19.7,0,0.454,10:00-11:59,0,51.5
6.765,3.656,27.1,6,19.6,0,0.603,06:00-07:59,0,67.1
3.404,3.813,25.2,3,30.6,0,0.371,12:00-13:59,1,46.7
1.52,4.945,20.4,5,25.7,0,0.211,04:00-05:59,1,43.3
0.862,3.454,25.9,5,19.7,0,0.17,00:00-01:59,1,46.9
1.694,3.239,21.2,5,19.8,0,0.564,06:00-07:59,1,35.5
3.631,3.592,27.9,3,29.2,0,0.486,04:00-05:59,1,47.5
2.397,3.534,27.2,4,27.1,1,0.486,00:00-01:59,0,66.5
1.36,3.332,27.2,2,33.7,1,0.416,02:00-03:59,1,44.0
2.11,2.53,38.8,4,27.3,1,0.339,20:00-21:59,1,65.4
1.736,1.776,22.0,6,16.2,0,0.666,08:00-09:59,1,40.2
6.107,3.53,28.4,5,26.4,0,0.455,14:00-15:59,1,56.4
2.472,1.838,32.7,4,19.3,1,0.596,00:00-01:59,1,54.6
4.366,2.784,22.4,3,28.2,1,0.323,06:00-07:59,1,40.9
1.009,2.862,23.8,6,17.9,0,0.457,06:00-07:59,1,39.3
3.118,3.672,31.9,8,14.1,0,0.713,08:00-09:59,1,65.7
1.986,2.888,33.8,1,23.9,0,0.311,12:00-13:59,1,49.5
2.505,1.729,34.0,3,22.4,1,0.714,22:00-23:59,1,54.0
3.657,4.284,20.8,4,20.7,0,0.385,14:00-15:59,0,49.4
3.031,3.21,15.4,7,14.4,0,0.347,10:00-11:59,1,42.9
1.665,2.223,22.5,4,29.5,1,0.275,00:00-01:59,1,47.3
1.973,3.067,34.6,3,30.7,0,0.469,12:00-13:59,1,44.1
3.926,4.136,12.8,5,22.2,0,0.321,04:00-05:59,1,40.6
3.778,5.261,21.7,7,18.1,0,0.385,10:00-11:59,1,56.7
5.64,3.189,30.8,5,23.3,0,0.541,14:00-15:59,0,71.2
1.653,2.797,15.2,3,30.8,0,0.58,12:00-13:59,1,24.1
2.607,1.787,20.8,6,23.3,0,0.628,18:00-19:59,1,29.2
3.543,3.874,20.1,9,6.9,0,0.801,10:00-11:59,0,108.1
2.782,3.783,26.8,7,19.7,0,0.82,16:00-17:59,0,57.4
2.996,3.249,26.1,7,21.9,0,0.209,16:00-17:59,1,40.3
4.27,3.757,25.3,3,24.4,1,0.377,00:00-01:59,1,49.4
3.048,2.08,31.1,4,22.6,1,0.533,00:00-01:59,1,54.2
2.599,2.782,19.2,6,28.0,0,0.588,00:00-01:59,1,31.5
4.691,1.943,32.5,4,32.6,1,0.319,14:00-15:59,1,58.3
12.655,5.089,26.6,8,14.3,0,0.247,22:00-23:59,0,123.4
1.13,2.968,27.4,6,14.7,0,0.564,22:00-23:59,0,51.1
1.965,2.512,27.7,6,22.0,0,0.574,18:00-19:59,1,51.3
5.08,2.524,22.6,4,20.5,0,0.319,12:00-13:59,1,49.4
2.933,3.617,15.3,7,14.1,0,0.327,04:00-05:59,1,46.7
0.895,4.458,22.1,7,11.0,0,0.573,02:00-03:59,0,67.8
5.674,4.823,35.2,5,22.4,1,0.426,06:00-07:59,0,87.6
2.038,3.517,16.7,2,26.6,0,0.239,04:00-05:59,1,32.1
2.601,1.927,29.4,6,20.8,0,0.554,12:00-13:59,1,53.8
2.38,4.296,20.9,6,23.4,0,0.348,18:00-19:59,1,40.9
2.745,2.714,13.4,4,26.8,0,0.299,14:00-15:59,1,32.6
1.569,2.758,29.8,7,23.7,0,0.545,10:00-11:59,1,44.5
3.892,2.099,20.4,4,22.5,0,0.498,04:00-05:59,1,39.4
3.214,3.713,23.0,7,22.2,0,0.469,10:00-11:59,1,55.8
3.398,3.83,16.0,5,22.4,0,0.547,02:00-03:59,0,44.2
3.285,3.386,30.4,2,27.9,1,0.315,22:00-23:59,0,61.7
2.163,2.766,21.6,3,24.2,0,0.319,12:00-13:59,1,39.7
2.081,2.595,30.4,5,22.7,0,0.457,20:00-21:59,1,49.4
0.601,4.438,29.3,10,6.0,0,0.519,18:00-19:59,0,101.8
1.737,3.275,32.2,5,20.0,0,0.47,12:00-13:59,0,62.1
0.531,4.211,19.9,6,15.6,0,0.366,06:00-07:59,0,53.8
1.27,3.062,23.1,4,29.7,0,0.378,14:00-15:59,1,31.7
1.433,1.858,28.1,3,31.8,1,0.691,06:00-07:59,1,45.1
1.92,2.884,10.0,3,22.3,0,0.338,12:00-13:59,1,37.4
3.074,1.478,33.4,1,31.6,1,0.692,06:00-07:59,1,53.4
8.613,3.287,19.2,6,20.9,0,0.708,22:00-23:59,0,58.9
1.397,3.911,19.8,7,21.6,0,0.518,08:00-09:59,1,36.9
1.366,2.684,34.6,5,19.1,0,0.688,12:00-13:59,1,54.6
2.209,3.854,23.8,8,16.0,0,0.59,18:00-19:59,1,58.3
5.831,4.278,17.6,6,18.6,0,0.309,04:00-05:59,0,61.2
2.663,2.375,18.0,7,19.3,0,0.514,18:00-19:59,1,44.0
0.973,1.976,22.1,5,27.3,0,0.422,08:00-09:59,1,38.9
3.649,3.41,34.2,3,27.0,0,0.438,20:00-21:59,1,52.8
2.227,2.843,24.7,4,24.9,0,0.272,04:00-05:59,1,47.8
2.17,2.653,30.0,7,25.5,1,0.826,08:00-09:59,1,56.0
3.405,3.946,26.9,6,22.4,0,0.497,04:00-05:59,0,45.0
